Country,Date,Active cases,Confirmed cases,Recovered cases,Deaths
Turkey,2020-03-28,7224,7402,70,108
Turkey,2020-03-29,8981,9217,105,131
Turkey,2020-03-30,10497,10827,162,168
Turkey,2020-03-31,13074,13531,243,214
Turkey,2020-04-01,15069,15679,333,277
Turkey,2020-04-02,17364,18135,415,356
Turkey,2020-04-03,20012,20921,484,425
Turkey,2020-04-04,22647,23934,786,501
Turkey,2020-04-05,25453,27069,1042,574
Turkey,2020-04-06,28242,30217,1326,649
Turkey,2020-04-07,31802,34109,1582,725
Turkey,2020-04-08,35568,38226,1846,812
Turkey,2020-04-09,39232,42282,2142,908
Turkey,2020-04-10,43600,47029,2423,1006
Turkey,2020-04-11,48101,52167,2965,1101
Turkey,2020-04-12,52312,56956,3446,1198
Turkey,2020-04-13,55796,61049,3957,1296
Turkey,2020-04-14,58909,65111,4799,1403
Turkey,2020-04-15,62200,69392,5674,1518
Turkey,2020-04-16,65461,74193,7089,1643
Turkey,2020-04-17,68146,78546,8631,1769
Turkey,2020-04-18,69986,82329,10453,1890
Turkey,2020-04-19,72313,86306,11976,2017
Turkey,2020-04-20,75410,90980,13430,2140
Turkey,2020-04-21,78414,95591,14918,2259
Turkey,2020-04-22,79821,98674,16477,2376
Turkey,2020-04-23,80808,101790,18491,2491
Turkey,2020-04-24,80575,104912,21737,2600
Turkey,2020-04-25,79485,107773,25582,2706
Turkey,2020-04-26,78185,110130,29140,2805
Turkey,2020-04-27,75570,112261,33791,2900
Turkey,2020-04-28,72852,114653,38809,2992
Turkey,2020-04-29,70468,117589,44040,3081
Turkey,2020-04-30,68144,120204,48886,3174
Turkey,2020-05-01,65326,122392,53808,3258
Turkey,2020-05-02,62780,124375,58259,3336
Turkey,2020-05-03,59497,126045,63151,3397
Turkey,2020-05-04,56032,127659,68166,3461
Turkey,2020-05-05,52686,129491,73285,3520
Turkey,2020-05-06,49958,131744,78202,3584
Turkey,2020-05-07,47096,133721,82984,3641
Turkey,2020-05-08,45484,135569,86396,3689
Turkey,2020-05-09,43896,137115,89480,3739
Turkey,2020-05-10,42180,138657,92691,3786
Turkey,2020-05-11,40150,139771,95780,3841
Turkey,2020-05-12,38692,141475,98889,3894
Turkey,2020-05-13,37447,143114,101715,3952
Turkey,2020-05-14,36712,144749,104030,4007
Turkey,2020-05-15,36269,146457,106133,4055
Turkey,2020-05-16,35834,148067,108137,4096
Turkey,2020-05-17,35333,149435,109962,4140
Turkey,2020-05-18,34845,150593,111577,4171
Turkey,2020-05-19,34521,151615,112895,4199
Turkey,2020-05-20,34378,152587,113987,4222
Turkey,2020-05-21,34309,153548,114990,4249
Turkey,2020-05-22,34113,154500,116111,4276
Turkey,2020-05-23,33776,155686,117602,4308
Turkey,2020-05-24,33793,156827,118694,4340
Turkey,2020-05-25,33430,157814,120015,4369
Turkey,2020-05-26,32858,158762,121507,4397
Turkey,2020-05-27,32573,159797,122793,4431
Turkey,2020-05-28,32149,160979,124369,4461
Turkey,2020-05-29,31668,162120,125963,4489
Turkey,2020-05-30,31604,163103,126984,4515
Turkey,2020-05-31,31429,163942,127973,4540
Turkey,2020-06-01,31259,164769,128947,4563
Turkey,2020-06-02,31049,165555,129921,4585
Turkey,2020-06-03,30961,166422,130852,4609
Turkey,2020-06-04,31002,167410,131778,4630
Turkey,2020-06-05,30292,168340,133400,4648
Turkey,2020-06-06,29227,169218,135322,4669
Turkey,2020-06-07,27471,170132,137969,4692
Turkey,2020-06-08,25030,171121,141380,4711
Turkey,2020-06-09,22787,172114,144598,4729
Turkey,2020-06-10,21451,173036,146839,4746
Turkey,2020-06-11,21400,174023,147860,4763
Turkey,2020-06-12,21338,175218,149102,4778
Turkey,2020-06-13,21798,176677,150087,4792
Turkey,2020-06-14,22015,178239,151417,4807
Turkey,2020-06-15,22642,179831,152364,4825
Turkey,2020-06-16,23077,181298,153379,4842
Turkey,2020-06-17,23226,182727,154640,4861
Turkey,2020-06-18,23127,184031,156022,4882
Turkey,2020-06-19,22824,185245,157516,4905
Turkey,2020-06-20,22738,186493,158828,4927
Turkey,2020-06-21,22495,187685,160240,4950
Turkey,2020-06-22,22390,188897,161533,4974
Turkey,2020-06-23,22316,190165,162848,5001
Turkey,2020-06-24,22398,191657,164234,5025
Turkey,2020-06-25,22363,193115,165706,5046
Turkey,2020-06-26,22248,194511,167198,5065
Turkey,2020-06-27,21619,195883,169182,5082
Turkey,2020-06-28,21547,197239,170595,5097
Turkey,2020-06-29,21689,198613,171809,5115
Turkey,2020-06-30,21664,199906,173111,5131
Turkey,2020-07-01,20526,201098,175422,5150
Turkey,2020-07-02,20152,202284,176965,5167
Turkey,2020-07-03,19992,203456,178278,5186
Turkey,2020-07-04,19912,204610,179492,5206
Turkey,2020-07-05,19853,205758,180680,5225
Turkey,2020-07-06,18608,206844,182995,5241
Afghanistan,2020-01-22,0,0,0,0
Afghanistan,2020-01-23,0,0,0,0
Afghanistan,2020-01-24,0,0,0,0
Afghanistan,2020-01-25,0,0,0,0
Afghanistan,2020-01-26,0,0,0,0
Afghanistan,2020-01-27,0,0,0,0
Afghanistan,2020-01-28,0,0,0,0
Afghanistan,2020-01-29,0,0,0,0
Afghanistan,2020-01-30,0,0,0,0
Afghanistan,2020-01-31,0,0,0,0
Afghanistan,2020-02-01,0,0,0,0
Afghanistan,2020-02-02,0,0,0,0
Afghanistan,2020-02-03,0,0,0,0
Afghanistan,2020-02-04,0,0,0,0
Afghanistan,2020-02-05,0,0,0,0
Afghanistan,2020-02-06,0,0,0,0
Afghanistan,2020-02-07,0,0,0,0
Afghanistan,2020-02-08,0,0,0,0
Afghanistan,2020-02-09,0,0,0,0
Afghanistan,2020-02-10,0,0,0,0
Afghanistan,2020-02-11,0,0,0,0
Afghanistan,2020-02-12,0,0,0,0
Afghanistan,2020-02-13,0,0,0,0
Afghanistan,2020-02-14,0,0,0,0
Afghanistan,2020-02-15,0,0,0,0
Afghanistan,2020-02-16,0,0,0,0
Afghanistan,2020-02-17,0,0,0,0
Afghanistan,2020-02-18,0,0,0,0
Afghanistan,2020-02-19,0,0,0,0
Afghanistan,2020-02-20,0,0,0,0
Afghanistan,2020-02-21,0,0,0,0
Afghanistan,2020-02-22,0,0,0,0
Afghanistan,2020-02-23,0,0,0,0
Afghanistan,2020-02-24,1,1,0,0
Afghanistan,2020-02-25,1,1,0,0
Afghanistan,2020-02-26,1,1,0,0
Afghanistan,2020-02-27,1,1,0,0
Afghanistan,2020-02-28,1,1,0,0
Afghanistan,2020-02-29,1,1,0,0
Afghanistan,2020-03-01,1,1,0,0
Afghanistan,2020-03-02,1,1,0,0
Afghanistan,2020-03-03,1,1,0,0
Afghanistan,2020-03-04,1,1,0,0
Afghanistan,2020-03-05,1,1,0,0
Afghanistan,2020-03-06,1,1,0,0
Afghanistan,2020-03-07,1,1,0,0
Afghanistan,2020-03-08,4,4,0,0
Afghanistan,2020-03-09,4,4,0,0
Afghanistan,2020-03-10,5,5,0,0
Afghanistan,2020-03-11,7,7,0,0
Afghanistan,2020-03-12,7,7,0,0
Afghanistan,2020-03-13,7,7,0,0
Afghanistan,2020-03-14,11,11,0,0
Afghanistan,2020-03-15,16,16,0,0
Afghanistan,2020-03-16,20,21,1,0
Afghanistan,2020-03-17,21,22,1,0
Afghanistan,2020-03-18,21,22,1,0
Afghanistan,2020-03-19,21,22,1,0
Afghanistan,2020-03-20,23,24,1,0
Afghanistan,2020-03-21,23,24,1,0
Afghanistan,2020-03-22,38,40,1,1
Afghanistan,2020-03-23,38,40,1,1
Afghanistan,2020-03-24,72,74,1,1
Afghanistan,2020-03-25,80,84,2,2
Afghanistan,2020-03-26,88,94,2,4
Afghanistan,2020-03-27,104,110,2,4
Afghanistan,2020-03-28,104,110,2,4
Afghanistan,2020-03-29,114,120,2,4
Afghanistan,2020-03-30,164,170,2,4
Afghanistan,2020-03-31,165,174,5,4
Afghanistan,2020-04-01,228,237,5,4
Afghanistan,2020-04-02,257,273,10,6
Afghanistan,2020-04-03,265,281,10,6
Afghanistan,2020-04-04,282,299,10,7
Afghanistan,2020-04-05,327,349,15,7
Afghanistan,2020-04-06,338,367,18,11
Afghanistan,2020-04-07,391,423,18,14
Afghanistan,2020-04-08,401,444,29,14
Afghanistan,2020-04-09,437,484,32,15
Afghanistan,2020-04-10,474,521,32,15
Afghanistan,2020-04-11,505,555,32,18
Afghanistan,2020-04-12,557,607,32,18
Afghanistan,2020-04-13,612,665,32,21
Afghanistan,2020-04-14,651,714,40,23
Afghanistan,2020-04-15,716,784,43,25
Afghanistan,2020-04-16,756,840,54,30
Afghanistan,2020-04-17,777,906,99,30
Afghanistan,2020-04-18,791,933,112,30
Afghanistan,2020-04-19,832,996,131,33
Afghanistan,2020-04-20,855,1026,135,36
Afghanistan,2020-04-21,906,1092,150,36
Afghanistan,2020-04-22,970,1176,166,40
Afghanistan,2020-04-23,1058,1279,179,42
Afghanistan,2020-04-24,1120,1351,188,43
Afghanistan,2020-04-25,1228,1463,188,47
Afghanistan,2020-04-26,1274,1531,207,50
Afghanistan,2020-04-27,1426,1703,220,57
Afghanistan,2020-04-28,1542,1828,228,58
Afghanistan,2020-04-29,1627,1939,252,60
Afghanistan,2020-04-30,1847,2171,260,64
Afghanistan,2020-05-01,1957,2335,310,68
Afghanistan,2020-05-02,2066,2469,331,72
Afghanistan,2020-05-03,2274,2704,345,85
Afghanistan,2020-05-04,2407,2894,397,90
Afghanistan,2020-05-05,2708,3224,421,95
Afghanistan,2020-05-06,2830,3392,458,104
Afghanistan,2020-05-07,2989,3563,468,106
Afghanistan,2020-05-08,3197,3778,472,109
Afghanistan,2020-05-09,3416,4033,502,115
Afghanistan,2020-05-10,3724,4402,558,120
Afghanistan,2020-05-11,4007,4687,558,122
Afghanistan,2020-05-12,4226,4963,610,127
Afghanistan,2020-05-13,4446,5226,648,132
Afghanistan,2020-05-14,4812,5639,691,136
Afghanistan,2020-05-15,5155,6053,745,153
Afghanistan,2020-05-16,5489,6402,745,168
Afghanistan,2020-05-17,5717,6664,778,169
Afghanistan,2020-05-18,6098,7072,801,173
Afghanistan,2020-05-19,6625,7653,850,178
Afghanistan,2020-05-20,7028,8145,930,187
Afghanistan,2020-05-21,7545,8676,938,193
Afghanistan,2020-05-22,8015,9216,996,205
Afghanistan,2020-05-23,8742,9998,1040,216
Afghanistan,2020-05-24,9289,10582,1075,218
Afghanistan,2020-05-25,9857,11173,1097,219
Afghanistan,2020-05-26,10483,11831,1128,220
Afghanistan,2020-05-27,11091,12456,1138,227
Afghanistan,2020-05-28,11592,13036,1209,235
Afghanistan,2020-05-29,12154,13659,1259,246
Afghanistan,2020-05-30,12973,14525,1303,249
Afghanistan,2020-05-31,13620,15205,1328,257
Afghanistan,2020-06-01,14057,15750,1428,265
Afghanistan,2020-06-02,14789,16509,1450,270
Afghanistan,2020-06-03,15451,17267,1522,294
Afghanistan,2020-06-04,16169,18054,1585,300
Afghanistan,2020-06-05,16898,18969,1762,309
Afghanistan,2020-06-06,17394,19551,1830,327
Afghanistan,2020-06-07,18110,20342,1875,357
Afghanistan,2020-06-08,18377,20917,2171,369
Afghanistan,2020-06-09,18424,21459,2651,384
Afghanistan,2020-06-10,18724,22142,3013,405
Afghanistan,2020-06-11,19138,22890,3326,426
Afghanistan,2020-06-12,19172,23546,3928,446
Afghanistan,2020-06-13,19450,24102,4201,451
Afghanistan,2020-06-14,19570,24766,4725,471
Afghanistan,2020-06-15,19885,25527,5164,478
Afghanistan,2020-06-16,20311,26310,5508,491
Afghanistan,2020-06-17,20212,26874,6158,504
Afghanistan,2020-06-18,19326,27532,7660,546
Afghanistan,2020-06-19,19368,27878,7962,548
Afghanistan,2020-06-20,19563,28424,8292,569
Afghanistan,2020-06-21,19488,28833,8764,581
Afghanistan,2020-06-22,19718,29157,8841,598
Afghanistan,2020-06-23,19603,29481,9260,618
Afghanistan,2020-06-24,19132,29640,9869,639
Afghanistan,2020-06-25,19326,30175,10174,675
Afghanistan,2020-06-26,19462,30451,10306,683
Afghanistan,2020-06-27,19239,30616,10674,703
Afghanistan,2020-06-28,17642,30967,12604,721
Afghanistan,2020-06-29,16571,31238,13934,733
Afghanistan,2020-06-30,16640,31517,14131,746
Afghanistan,2020-07-01,15411,31836,15651,774
Afghanistan,2020-07-02,15174,32022,16041,807
Afghanistan,2020-07-03,14174,32324,17331,819
Afghanistan,2020-07-04,12682,32672,19164,826
Afghanistan,2020-07-05,12721,32951,19366,864
Afghanistan,2020-07-06,12189,33190,20103,898
Austria,2020-01-22,0,0,0,0
Austria,2020-01-23,0,0,0,0
Austria,2020-01-24,0,0,0,0
Austria,2020-01-25,0,0,0,0
Austria,2020-01-26,0,0,0,0
Austria,2020-01-27,0,0,0,0
Austria,2020-01-28,0,0,0,0
Austria,2020-01-29,0,0,0,0
Austria,2020-01-30,0,0,0,0
Austria,2020-01-31,0,0,0,0
Austria,2020-02-01,0,0,0,0
Austria,2020-02-02,0,0,0,0
Austria,2020-02-03,0,0,0,0
Austria,2020-02-04,0,0,0,0
Austria,2020-02-05,0,0,0,0
Austria,2020-02-06,0,0,0,0
Austria,2020-02-07,0,0,0,0
Austria,2020-02-08,0,0,0,0
Austria,2020-02-09,0,0,0,0
Austria,2020-02-10,0,0,0,0
Austria,2020-02-11,0,0,0,0
Austria,2020-02-12,0,0,0,0
Austria,2020-02-13,0,0,0,0
Austria,2020-02-14,0,0,0,0
Austria,2020-02-15,0,0,0,0
Austria,2020-02-16,0,0,0,0
Austria,2020-02-17,0,0,0,0
Austria,2020-02-18,0,0,0,0
Austria,2020-02-19,0,0,0,0
Austria,2020-02-20,0,0,0,0
Austria,2020-02-21,0,0,0,0
Austria,2020-02-22,0,0,0,0
Austria,2020-02-23,0,0,0,0
Austria,2020-02-24,0,0,0,0
Austria,2020-02-25,2,2,0,0
Austria,2020-02-26,2,2,0,0
Austria,2020-02-27,3,3,0,0
Austria,2020-02-28,3,3,0,0
Austria,2020-02-29,9,9,0,0
Austria,2020-03-01,14,14,0,0
Austria,2020-03-02,18,18,0,0
Austria,2020-03-03,21,21,0,0
Austria,2020-03-04,29,29,0,0
Austria,2020-03-05,41,41,0,0
Austria,2020-03-06,55,55,0,0
Austria,2020-03-07,79,79,0,0
Austria,2020-03-08,104,104,0,0
Austria,2020-03-09,129,131,2,0
Austria,2020-03-10,178,182,4,0
Austria,2020-03-11,242,246,4,0
Austria,2020-03-12,297,302,4,1
Austria,2020-03-13,497,504,6,1
Austria,2020-03-14,648,655,6,1
Austria,2020-03-15,853,860,6,1
Austria,2020-03-16,1009,1018,6,3
Austria,2020-03-17,1328,1332,1,3
Austria,2020-03-18,1633,1646,9,4
Austria,2020-03-19,1998,2013,9,6
Austria,2020-03-20,2373,2388,9,6
Austria,2020-03-21,2797,2814,9,8
Austria,2020-03-22,3557,3582,9,16
Austria,2020-03-23,4444,4474,9,21
Austria,2020-03-24,5246,5283,9,28
Austria,2020-03-25,5549,5588,9,30
Austria,2020-03-26,6748,6909,112,49
Austria,2020-03-27,7374,7657,225,58
Austria,2020-03-28,7978,8271,225,68
Austria,2020-03-29,8223,8788,479,86
Austria,2020-03-30,8874,9618,636,108
Austria,2020-03-31,8957,10180,1095,128
Austria,2020-04-01,9129,10711,1436,146
Austria,2020-04-02,9222,11129,1749,158
Austria,2020-04-03,9334,11524,2022,168
Austria,2020-04-04,9088,11781,2507,186
Austria,2020-04-05,8849,12051,2998,204
Austria,2020-04-06,8614,12297,3463,220
Austria,2020-04-07,8350,12639,4046,243
Austria,2020-04-08,8157,12942,4512,273
Austria,2020-04-09,7709,13244,5240,295
Austria,2020-04-10,7172,13555,6064,319
Austria,2020-04-11,6865,13806,6604,337
Austria,2020-04-12,6608,13945,6987,350
Austria,2020-04-13,6330,14041,7343,368
Austria,2020-04-14,6209,14226,7633,384
Austria,2020-04-15,5845,14336,8098,393
Austria,2020-04-16,5080,14476,8986,410
Austria,2020-04-17,4460,14595,9704,431
Austria,2020-04-18,4014,14671,10214,443
Austria,2020-04-19,3796,14749,10501,452
Austria,2020-04-20,3694,14795,10631,470
Austria,2020-04-21,3411,14873,10971,491
Austria,2020-04-22,3087,14925,11328,510
Austria,2020-04-23,2786,15002,11694,522
Austria,2020-04-24,2669,15071,11872,530
Austria,2020-04-25,2509,15148,12103,536
Austria,2020-04-26,2401,15225,12282,542
Austria,2020-04-27,2363,15274,12362,549
Austria,2020-04-28,2208,15357,12580,569
Austria,2020-04-29,2043,15402,12779,580
Austria,2020-04-30,1961,15452,12907,584
Austria,2020-05-01,1832,15531,13110,589
Austria,2020-05-02,1782,15558,13180,596
Austria,2020-05-03,1771,15597,13228,598
Austria,2020-05-04,1705,15621,13316,600
Austria,2020-05-05,1582,15650,13462,606
Austria,2020-05-06,1437,15684,13639,608
Austria,2020-05-07,1445,15752,13698,609
Austria,2020-05-08,1324,15774,13836,614
Austria,2020-05-09,1290,15833,13928,615
Austria,2020-05-10,1262,15871,13991,618
Austria,2020-05-11,1201,15882,14061,620
Austria,2020-05-12,1190,15961,14148,623
Austria,2020-05-13,1069,15997,14304,624
Austria,2020-05-14,1027,16058,14405,626
Austria,2020-05-15,1010,16109,14471,628
Austria,2020-05-16,1048,16201,14524,629
Austria,2020-05-17,1050,16242,14563,629
Austria,2020-05-18,1026,16269,14614,629
Austria,2020-05-19,1011,16321,14678,632
Austria,2020-05-20,838,16353,14882,633
Austria,2020-05-21,820,16404,14951,633
Austria,2020-05-22,796,16436,15005,635
Austria,2020-05-23,810,16486,15037,639
Austria,2020-05-24,800,16503,15063,640
Austria,2020-05-25,760,16539,15138,641
Austria,2020-05-26,732,16557,15182,643
Austria,2020-05-27,718,16591,15228,645
Austria,2020-05-28,674,16628,15286,668
Austria,2020-05-29,640,16655,15347,668
Austria,2020-05-30,497,16685,15520,668
Austria,2020-05-31,470,16731,15593,668
Austria,2020-06-01,469,16733,15596,668
Austria,2020-06-02,461,16759,15629,669
Austria,2020-06-03,429,16771,15672,670
Austria,2020-06-04,418,16805,15717,670
Austria,2020-06-05,429,16843,15742,672
Austria,2020-06-06,437,16898,15789,672
Austria,2020-06-07,437,16902,15793,672
Austria,2020-06-08,457,16968,15839,672
Austria,2020-06-09,432,16979,15875,672
Austria,2020-06-10,422,17005,15910,673
Austria,2020-06-11,411,17034,15949,674
Austria,2020-06-12,404,17064,15985,675
Austria,2020-06-13,389,17078,16012,677
Austria,2020-06-14,373,17109,16059,677
Austria,2020-06-15,391,17135,16066,678
Austria,2020-06-16,419,17189,16089,681
Austria,2020-06-17,417,17203,16099,687
Austria,2020-06-18,434,17223,16101,688
Austria,2020-06-19,442,17271,16141,688
Austria,2020-06-20,460,17323,16175,688
Austria,2020-06-21,454,17341,16197,690
Austria,2020-06-22,449,17380,16241,690
Austria,2020-06-23,454,17408,16261,693
Austria,2020-06-24,474,17449,16282,693
Austria,2020-06-25,459,17477,16320,698
Austria,2020-06-26,476,17522,16348,698
Austria,2020-06-27,509,17580,16371,700
Austria,2020-06-28,551,17654,16401,702
Austria,2020-06-29,600,17723,16420,703
Austria,2020-06-30,583,17766,16478,705
Austria,2020-07-01,677,17873,16491,705
Austria,2020-07-02,722,17941,16514,705
Austria,2020-07-03,787,18050,16558,705
Austria,2020-07-04,853,18165,16607,705
Austria,2020-07-05,959,18280,16615,706
Austria,2020-07-06,1012,18365,16647,706
Guatemala,2020-01-22,0,0,0,0
Guatemala,2020-01-23,0,0,0,0
Guatemala,2020-01-24,0,0,0,0
Guatemala,2020-01-25,0,0,0,0
Guatemala,2020-01-26,0,0,0,0
Guatemala,2020-01-27,0,0,0,0
Guatemala,2020-01-28,0,0,0,0
Guatemala,2020-01-29,0,0,0,0
Guatemala,2020-01-30,0,0,0,0
Guatemala,2020-01-31,0,0,0,0
Guatemala,2020-02-01,0,0,0,0
Guatemala,2020-02-02,0,0,0,0
Guatemala,2020-02-03,0,0,0,0
Guatemala,2020-02-04,0,0,0,0
Guatemala,2020-02-05,0,0,0,0
Guatemala,2020-02-06,0,0,0,0
Guatemala,2020-02-07,0,0,0,0
Guatemala,2020-02-08,0,0,0,0
Guatemala,2020-02-09,0,0,0,0
Guatemala,2020-02-10,0,0,0,0
Guatemala,2020-02-11,0,0,0,0
Guatemala,2020-02-12,0,0,0,0
Guatemala,2020-02-13,0,0,0,0
Guatemala,2020-02-14,0,0,0,0
Guatemala,2020-02-15,0,0,0,0
Guatemala,2020-02-16,0,0,0,0
Guatemala,2020-02-17,0,0,0,0
Guatemala,2020-02-18,0,0,0,0
Guatemala,2020-02-19,0,0,0,0
Guatemala,2020-02-20,0,0,0,0
Guatemala,2020-02-21,0,0,0,0
Guatemala,2020-02-22,0,0,0,0
Guatemala,2020-02-23,0,0,0,0
Guatemala,2020-02-24,0,0,0,0
Guatemala,2020-02-25,0,0,0,0
Guatemala,2020-02-26,0,0,0,0
Guatemala,2020-02-27,0,0,0,0
Guatemala,2020-02-28,0,0,0,0
Guatemala,2020-02-29,0,0,0,0
Guatemala,2020-03-01,0,0,0,0
Guatemala,2020-03-02,0,0,0,0
Guatemala,2020-03-03,0,0,0,0
Guatemala,2020-03-04,0,0,0,0
Guatemala,2020-03-05,0,0,0,0
Guatemala,2020-03-06,0,0,0,0
Guatemala,2020-03-07,0,0,0,0
Guatemala,2020-03-08,0,0,0,0
Guatemala,2020-03-09,0,0,0,0
Guatemala,2020-03-10,0,0,0,0
Guatemala,2020-03-11,0,0,0,0
Guatemala,2020-03-12,0,0,0,0
Guatemala,2020-03-13,0,0,0,0
Guatemala,2020-03-14,1,1,0,0
Guatemala,2020-03-15,1,1,0,0
Guatemala,2020-03-16,1,2,0,1
Guatemala,2020-03-17,5,6,0,1
Guatemala,2020-03-18,5,6,0,1
Guatemala,2020-03-19,8,9,0,1
Guatemala,2020-03-20,11,12,0,1
Guatemala,2020-03-21,16,17,0,1
Guatemala,2020-03-22,18,19,0,1
Guatemala,2020-03-23,19,20,0,1
Guatemala,2020-03-24,20,21,0,1
Guatemala,2020-03-25,19,24,4,1
Guatemala,2020-03-26,20,25,4,1
Guatemala,2020-03-27,23,28,4,1
Guatemala,2020-03-28,23,34,10,1
Guatemala,2020-03-29,23,34,10,1
Guatemala,2020-03-30,25,36,10,1
Guatemala,2020-03-31,25,38,12,1
Guatemala,2020-04-01,26,39,12,1
Guatemala,2020-04-02,34,47,12,1
Guatemala,2020-04-03,37,50,12,1
Guatemala,2020-04-04,44,61,15,2
Guatemala,2020-04-05,44,61,15,2
Guatemala,2020-04-06,52,70,15,3
Guatemala,2020-04-07,57,77,17,3
Guatemala,2020-04-08,67,87,17,3
Guatemala,2020-04-09,75,95,17,3
Guatemala,2020-04-10,106,126,17,3
Guatemala,2020-04-11,115,137,19,3
Guatemala,2020-04-12,131,155,19,5
Guatemala,2020-04-13,132,156,19,5
Guatemala,2020-04-14,143,167,19,5
Guatemala,2020-04-15,156,180,19,5
Guatemala,2020-04-16,172,196,19,5
Guatemala,2020-04-17,186,214,21,7
Guatemala,2020-04-18,207,235,21,7
Guatemala,2020-04-19,229,257,21,7
Guatemala,2020-04-20,261,289,21,7
Guatemala,2020-04-21,263,294,24,7
Guatemala,2020-04-22,284,316,24,8
Guatemala,2020-04-23,343,384,30,11
Guatemala,2020-04-24,389,430,30,11
Guatemala,2020-04-25,415,473,45,13
Guatemala,2020-04-26,436,500,49,15
Guatemala,2020-04-27,466,530,49,15
Guatemala,2020-04-28,466,530,49,15
Guatemala,2020-04-29,479,557,62,16
Guatemala,2020-04-30,517,599,66,16
Guatemala,2020-05-01,556,644,72,16
Guatemala,2020-05-02,599,688,72,17
Guatemala,2020-05-03,614,703,72,17
Guatemala,2020-05-04,632,730,79,19
Guatemala,2020-05-05,665,763,79,19
Guatemala,2020-05-06,691,798,86,21
Guatemala,2020-05-07,719,832,90,23
Guatemala,2020-05-08,775,900,101,24
Guatemala,2020-05-09,839,967,104,24
Guatemala,2020-05-10,916,1052,110,26
Guatemala,2020-05-11,977,1114,111,26
Guatemala,2020-05-12,1052,1199,120,27
Guatemala,2020-05-13,1192,1342,121,29
Guatemala,2020-05-14,1360,1518,129,29
Guatemala,2020-05-15,1478,1643,135,30
Guatemala,2020-05-16,1592,1763,138,33
Guatemala,2020-05-17,1592,1763,138,33
Guatemala,2020-05-18,1739,1912,138,35
Guatemala,2020-05-19,1935,2133,155,43
Guatemala,2020-05-20,2061,2265,159,45
Guatemala,2020-05-21,2242,2512,222,48
Guatemala,2020-05-22,2470,2743,222,51
Guatemala,2020-05-23,2755,3054,244,55
Guatemala,2020-05-24,3108,3424,258,58
Guatemala,2020-05-25,3427,3760,274,59
Guatemala,2020-05-26,3602,3954,289,63
Guatemala,2020-05-27,3584,4145,493,68
Guatemala,2020-05-28,3703,4348,565,80
Guatemala,2020-05-29,3869,4607,648,90
Guatemala,2020-05-30,3931,4739,706,102
Guatemala,2020-05-31,4244,5087,735,108
Guatemala,2020-06-01,4425,5336,795,116
Guatemala,2020-06-02,4639,5586,824,123
Guatemala,2020-06-03,4688,5760,929,143
Guatemala,2020-06-04,5017,6154,979,158
Guatemala,2020-06-05,5216,6485,1053,216
Guatemala,2020-06-06,5429,6792,1133,230
Guatemala,2020-06-07,5542,7055,1261,252
Guatemala,2020-06-08,5912,7502,1323,267
Guatemala,2020-06-09,6164,7866,1413,289
Guatemala,2020-06-10,6401,8221,1504,316
Guatemala,2020-06-11,6660,8561,1567,334
Guatemala,2020-06-12,6929,8982,1702,351
Guatemala,2020-06-13,7320,9491,1804,367
Guatemala,2020-06-14,7575,9845,1886,384
Guatemala,2020-06-15,7907,10272,1966,399
Guatemala,2020-06-16,8192,10706,2096,418
Guatemala,2020-06-17,8619,11251,2200,432
Guatemala,2020-06-18,9129,11868,2290,449
Guatemala,2020-06-19,9607,12509,2419,483
Guatemala,2020-06-20,9683,12755,2558,514
Guatemala,2020-06-21,9903,13145,2711,531
Guatemala,2020-06-22,10404,13769,2818,547
Guatemala,2020-06-23,11061,14540,2897,582
Guatemala,2020-06-24,11288,14819,2930,601
Guatemala,2020-06-25,12047,15619,2949,623
Guatemala,2020-06-26,12128,15828,3028,672
Guatemala,2020-06-27,12568,16397,3123,706
Guatemala,2020-06-28,13051,16930,3152,727
Guatemala,2020-06-29,13493,17409,3170,746
Guatemala,2020-06-30,14129,18096,3194,773
Guatemala,2020-07-01,14963,19011,3231,817
Guatemala,2020-07-02,15950,20072,3279,843
Guatemala,2020-07-03,17098,21293,3315,880
Guatemala,2020-07-04,18251,22501,3330,920
Guatemala,2020-07-05,18919,23248,3382,947
Guatemala,2020-07-06,19562,23972,3429,981
Bolivia,2020-01-22,0,0,0,0
Bolivia,2020-01-23,0,0,0,0
Bolivia,2020-01-24,0,0,0,0
Bolivia,2020-01-25,0,0,0,0
Bolivia,2020-01-26,0,0,0,0
Bolivia,2020-01-27,0,0,0,0
Bolivia,2020-01-28,0,0,0,0
Bolivia,2020-01-29,0,0,0,0
Bolivia,2020-01-30,0,0,0,0
Bolivia,2020-01-31,0,0,0,0
Bolivia,2020-02-01,0,0,0,0
Bolivia,2020-02-02,0,0,0,0
Bolivia,2020-02-03,0,0,0,0
Bolivia,2020-02-04,0,0,0,0
Bolivia,2020-02-05,0,0,0,0
Bolivia,2020-02-06,0,0,0,0
Bolivia,2020-02-07,0,0,0,0
Bolivia,2020-02-08,0,0,0,0
Bolivia,2020-02-09,0,0,0,0
Bolivia,2020-02-10,0,0,0,0
Bolivia,2020-02-11,0,0,0,0
Bolivia,2020-02-12,0,0,0,0
Bolivia,2020-02-13,0,0,0,0
Bolivia,2020-02-14,0,0,0,0
Bolivia,2020-02-15,0,0,0,0
Bolivia,2020-02-16,0,0,0,0
Bolivia,2020-02-17,0,0,0,0
Bolivia,2020-02-18,0,0,0,0
